"Probe_ID","Gene_Symbol","Gene_Name","logFC","AveExpr","t","P.Value","adj.P.Val"
"210092_at","MAGOH","mago homolog, exon junction complex subunit",-0.586666666666664,8.92,-3.5072188479099,0.0092017525983531,0.959187881564939
